row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
4914,CA-2020-127306,2020-01-14,2020-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,101.508,2,-1.8392,1.0,Cards
9860,CA-2020-113278,2020-01-14,2020-01-20,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,121.52,2,0.1008,0.0,COD
4913,CA-2020-127306,2020-01-14,2020-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,122.97,5,-4.577,1.0,Online
9862,CA-2020-113278,2020-01-14,2020-01-20,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,108.76,2,5.2528,0.0,Cards
1183,CA-2020-138779,2020-01-14,2020-01-15,First Class,RB-19570,Rob Beeghly,Consumer,United States,Jacksonville,North Carolina,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",114.744,1,7.3386,0.0,COD
4910,CA-2020-127306,2020-01-14,2020-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",136.336,3,6.6468,1.0,Cards
4911,CA-2020-127306,2020-01-14,2020-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,157.288,7,12.7008,1.0,COD
9859,CA-2020-113278,2020-01-14,2020-01-20,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",185.4,5,17.524,0.0,Online
9861,CA-2020-113278,2020-01-14,2020-01-20,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,168.8,4,1.356,0.0,COD
6386,US-2020-104661,2020-01-15,2020-01-18,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",102.592,8,13.3008,0.0,Cards
2768,CA-2020-167752,2020-01-15,2020-01-18,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1942.16,8,312.676,0.0,Online
6387,US-2020-104661,2020-01-15,2020-01-18,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,98.276,1,-6.6278,0.0,COD
5068,CA-2020-160934,2020-01-15,2020-01-19,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Los Angeles,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,108.4,5,6.206,0.0,Online
3954,CA-2020-152961,2020-01-15,2020-01-19,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",134.7,2,5.842,0.0,COD
6384,US-2020-104661,2020-01-15,2020-01-18,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",118.784,4,-52.4544,0.0,Online
2767,CA-2020-167752,2020-01-15,2020-01-18,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,136.384,1,3.8682,0.0,Cards
6385,US-2020-104661,2020-01-15,2020-01-18,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,160.984,2,14.3952,0.0,Online
6522,CA-2020-138289,2020-01-16,2020-01-18,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,340.67,3,72.6408,0.0,Online
5273,CA-2020-125913,2020-01-16,2020-01-16,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",436.672,7,-14.9877,0.0,Online
6521,CA-2020-138289,2020-01-16,2020-01-18,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5455.96,4,2504.2216,0.0,COD
5272,CA-2020-125913,2020-01-16,2020-01-16,Same Day,JO-15145,Jack O'Briant,Corporate,United States,Los Angeles,California,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",141.92,4,8.0968,0.0,Cards
6523,CA-2020-138289,2020-01-16,2020-01-18,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,Central,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",167.07,7,25.2315,0.0,COD
9387,US-2020-127292,2020-01-19,2020-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,101.92,4,37.5624,0.0,COD
9116,CA-2020-153045,2020-01-19,2020-01-24,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,455.6,2,-93.08,0.0,COD
9389,US-2020-127292,2020-01-19,2020-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,573.94,3,152.0232,0.0,Cards
9118,CA-2020-153045,2020-01-19,2020-01-24,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,914.271,3,-63.3765,0.0,COD
1885,CA-2020-154718,2020-01-19,2020-01-23,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,103.0,2,2.1,0.0,Online
9390,US-2020-127292,2020-01-19,2020-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,109.04,1,0.9588,0.0,Cards
9119,CA-2020-153045,2020-01-19,2020-01-24,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,117.696,4,7.0512,0.0,Cards
9388,US-2020-127292,2020-01-19,2020-01-23,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Burlington,Vermont,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,116.28,1,5.7716,0.0,COD
9117,CA-2020-153045,2020-01-19,2020-01-24,Second Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,124.968,2,6.3936,0.0,Online
1659,CA-2020-161809,2020-01-20,2020-01-26,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Los Angeles,California,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,184.776,3,10.0485,0.0,Online
440,CA-2020-157252,2020-01-20,2020-01-23,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,240.846,3,2.3094,0.0,Online
2409,CA-2020-144589,2020-01-20,2020-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,394.976,3,130.4913,0.0,Online
5425,US-2020-120649,2020-01-20,2020-01-26,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,111.52,2,1.0208,0.0,Cards
7408,CA-2020-152079,2020-01-20,2020-01-21,First Class,ML-17410,Maris LaWare,Consumer,United States,Chicago,Illinois,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,115.52,5,4.176,0.0,COD
2408,CA-2020-144589,2020-01-20,2020-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,152.2,5,7.986,0.0,COD
737,CA-2020-131954,2020-01-21,2020-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,106.98,1,18.6956,0.0,COD
2682,CA-2020-127026,2020-01-21,2020-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",109.52,4,42.0744,0.0,COD
735,CA-2020-131954,2020-01-21,2020-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,116.696,6,33.6474,0.0,Online
2684,CA-2020-127026,2020-01-21,2020-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",195.99,1,49.497,0.0,COD
734,CA-2020-131954,2020-01-21,2020-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,207.97,3,86.3856,0.0,Online
733,CA-2020-131954,2020-01-21,2020-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,267.94,3,9.7176,0.0,COD
9745,CA-2020-141782,2020-01-21,2020-01-25,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Aurora,Illinois,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,299.576,4,90.6444,0.0,Cards
2683,CA-2020-127026,2020-01-21,2020-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,361.973,3,152.0883,0.0,Cards
1096,CA-2020-160423,2020-01-21,2020-01-26,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",388.208,7,30.4682,0.0,Cards
2681,CA-2020-127026,2020-01-21,2020-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,669.95,5,111.591,0.0,COD
2680,CA-2020-127026,2020-01-21,2020-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,87.4,5,7.056,0.0,Cards
736,CA-2020-131954,2020-01-21,2020-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,92.936,4,9.4284,0.0,Online
738,CA-2020-131954,2020-01-21,2020-01-25,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,132.72,5,6.552,0.0,COD
1097,CA-2020-160423,2020-01-21,2020-01-26,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,160.784,7,-28.6272,0.0,Cards
519,CA-2020-127432,2020-01-22,2020-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1159.02,3,56.301,0.0,Online
516,CA-2020-127432,2020-01-22,2020-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,3026.95,5,1379.977,0.0,COD
7985,CA-2020-152499,2020-01-22,2020-01-25,Second Class,EH-13765,Edward Hooks,Corporate,United States,Chicago,Illinois,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,85.872,3,0.8856,0.0,Cards
7984,CA-2020-152499,2020-01-22,2020-01-25,Second Class,EH-13765,Edward Hooks,Corporate,United States,Chicago,Illinois,Central,OFF-FA-10002975,Office Supplies,Fasteners,Staples,103.12,5,4.914,0.0,Online
518,CA-2020-127432,2020-01-22,2020-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),118.96,2,5.382,0.0,Cards
517,CA-2020-127432,2020-01-22,2020-01-27,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,162.45,3,13.8915,0.0,COD
9654,CA-2020-161893,2020-01-23,2020-01-27,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,132.984,2,11.998,0.0,Online
6360,CA-2020-139080,2020-01-23,2020-01-28,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,136.352,6,8.6352,0.0,Cards
523,CA-2020-145142,2020-01-23,2020-01-25,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,237.98,2,21.098,0.0,Cards
6359,CA-2020-139080,2020-01-23,2020-01-28,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,90.48,1,3.1104,0.0,COD
6358,CA-2020-139080,2020-01-23,2020-01-28,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,West,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,116.92,4,12.4416,0.0,Cards
